-0.037109375,0.030034021,0.016638222,0.020525396,0.048684428,0.008117676
-0.013427734,0.094678233,0.054394992,0.066084325,0.101297686,0.205078125
-0.146484375,-0.258795636,-0.130861534,-0.167985269,-0.16851216,-0.169921875
0.107910156,0.107489601,0.083187403,0.09023938,0.081311011,0.118164063
0.074707031,0.000194139,0.039879901,0.028363943,0.014818991,-0.115722656
-0.064453125,-0.081058678,-0.067910344,-0.071725709,-0.090016519,0.029907227
0.090820313,0.0189101,0.053725021,0.043622477,0.073371887,0.176757813
-0.048583984,0.064955257,-0.026752208,-0.000140667,0.0184432,-0.038330078
0.037353516,0.073010489,-0.002271448,0.019573757,0.011632858,-0.150390625
0.141601563,0.049198092,0.068917904,0.063195637,0.063581651,-0.082519531
0.053466797,0.102583342,0.099969444,0.100727941,0.112506005,0.081054688
-0.146484375,-0.233582482,-0.176522213,-0.19307988,-0.226643839,-0.48046875
-0.077636719,-0.089869103,-0.0833734,-0.085258314,-0.116222259,-0.126953125
-0.0625,-0.19900859,-0.075763247,-0.111526404,-0.079161552,-0.2109375
-0.059326172,-0.07686345,-0.099756013,-0.093113082,-0.151209924,-0.310546875
-0.001396179,-0.13839393,0.027536644,-0.020612853,-0.077607678,-0.13671875
-0.063476563,-0.172438401,-0.123676348,-0.137826051,-0.160883257,-0.240234375
0.176757813,0.081409278,0.178119204,0.150056056,0.0852954,0.211914063
-0.075683594,-0.125366211,-0.180807845,-0.164719871,-0.168754578,-0.105957031
-0.084960938,-0.137370828,-0.099085394,-0.110195007,-0.099942546,-0.039306641
0.053466797,-0.036822627,0.008741823,-0.004480004,0.009233044,0.130859375
-0.042724609,-0.14438993,-0.104583644,-0.116134575,-0.151519037,-0.170898438
0.071289063,0.119391339,0.096626829,0.103232602,0.136239329,0.151367188
-0.009887695,0.072752498,0.005008362,0.024666258,0.027885437,-0.03515625
-0.068847656,-0.166761193,-0.092940229,-0.114361491,-0.136688971,-0.172851563
0.005310059,-0.138357779,-0.057752885,-0.081142698,-0.121011057,0.018188477
-0.28515625,-0.252439763,-0.259670426,-0.257572242,-0.25359123,-0.201171875
0.233398438,0.184496161,0.181250038,0.182191994,0.158785851,0.225585938
0.120117188,0.359466083,0.158545824,0.216848578,0.266212709,0.337890625
-0.139648438,-0.12669396,-0.131081851,-0.129808579,-0.15152279,-0.181640625
0.0050354,-0.014166729,-0.021793294,-0.019580228,0.002489398,-0.184570313
